tweet_id,text,theme.fable,theme.corrected
1317722863395172353,"More support for Queensland manufacturers to move into advanced manufacturing, grow their businesses, bring more of their manufacturing back to Queensland and create more jobs for Queenslanders. #MakingItInQLD #qldpol #qldjobs https://t.co/nlrg6iQ9Pd",promise,
1317734409605279744,"My promise to every Queenslander is that in everything we do, in every part of Queensland, we will create jobs. https://t.co/vL9llz7U2N",promise,
1317767628727963648,"At this election Queenslanders have a very clear choice to make about the future of our state.

Strong and safe, or cuts and chaos. 

I'm asking for the opportunity to continue our plan to keep Queenslanders safe and in jobs. https://t.co/JsFHCcU4s1",promise,
1317703477829644288,"The Palaszczuk Government worked hard to restore frontline jobs that were cut under Campbell Newman and Deb Frecklington. Now the LNP are promising a 4-year surplus &amp; the only way they can do that is to cut jobs. 
We can't cut our way to recovery.
And we can't risk the LNP. https://t.co/nLGm8HWfbL",cuts,
1317704972927029254,"Healthy Community. Healthy Economy.
It's that simple.

VOTE 1️⃣ HEALY FOR CAIRNS 

For Health.
For the Hospital.
For the Economy.
For Small Business.
For Education.
For Jobs.
For the Community.
FOR ALL OF US. https://t.co/8l12oJ291U",other,
1317706769016090625,"Read the Labor Government's Economic Recovery Plan here:
https://t.co/fhz6GyjkS2

VOTE 1️⃣ HEALY FOR CAIRNS 

For Health. For the Hospital. For the Economy. For Small Business. For Education. For Jobs. For the Community.
FOR ALL OF US. https://t.co/k7ZLc9gh4p",other,
1317713495958286336,"Queensland's economic recovery is only possible because of Labor's strong health response. 
Deb Frecklington will cut thousands of Queensland jobs in order to achieve a surplus. 
We can't cut our way to recovery. 
Queensland can't risk the LNP's cuts.

VOTE 1️⃣ HEALY FOR CAIRNS https://t.co/aP2MvDsHoD",cuts,
1317721501454327810,"* jobs for local tradies &amp; a boost for local communities, critical to Qld’s economic recovery.

We want every Queensland child, wherever they live, to have access to high-quality learning facilities.

Voting Starts Monday.
VOTE 1️⃣ HEALY FOR CAIRNS 
HEALY FOR EDUCATION.",promise,
1317726297439817733,"it's no secret, the Palazczuk Government are focussed on health.
So it fills me with pride to announce that a record 9,475 frontline health jobs will be created in Queensland. https://t.co/195mSiMxJm",promise,
1317726728832180224,"What does this mean for Cairns? 
🏥  492 more nurses and midwives
👩‍⚕️  92 more doctors
🚑  130 more allied health professionals

Across Qld, there's 9475 secure jobs created within Qld Health &amp; Qld Ambulance Service will be supported with an increase in frontline support roles.",promise,
1317726952053035010,"We are fighting hard to keep the community healthy, so the health of our economy can improve.
Early Voting Starts Monday.
VOTE 1️⃣ HEALY FOR CAIRNS 
👉 For Health.
👉 For the Hospital.
👉 For the Economy.
👉 For Small Business.
👉 For Education.
👉 For Jobs.
👉 FOR ALL OF US.",other,
1317634685401378816,"JUST ANNOUNCED: Free TAFE for Queenslanders under 25. 
 
We know providing young Queenslanders with skills for jobs now and into the future is vital to Queensland’s economic recovery. 

#Qldpol #TeamQld https://t.co/DxCbuMIS5I",promise,
1317282703176130562,"The @LNPQLD will back local first and ensure gov contracts go to Qld businesses in the food, manufacturing and medical supplies industries under a new mandate. Our plan will be kickstarted with a $25m plan to replace the ageing marine rescue fleet, securing more jobs. #qldpol https://t.co/qNlvChkwXL",promise,
1317615616459591682,"The ⁦@AnnastaciaMP⁩ ⁦@QLDLabor⁩ Campaign Launch is a few minutes from go at Beenleigh! 

It’s the most industrial launch setting I’ve ever seen... because Labor believe in jobs, not ⁦@LNPQLD⁩ cuts https://t.co/4Cg2fr40QI",promise,
1317257923299479553,"This is a truer reflection of the jobs situation in Queensland;  better than the 'doom and gloom' news from LNP. 
#qldpol https://t.co/KzsTA9Hnsl",other,
1317193344569651200,"Queenslanders have done such a great job of fighting this virus that we’ve been able to ease restrictions on dancing at weddings and formals, as well as allow aged care residents to get out and about again. 

As always - stay safe Queensland. https://t.co/6wWp5CLc38",other,
1317287796709584896,We understand the tourism industry has been one of the hardest hit during the pandemic and we need to support it as part of our economic recovery plan. Queensland’s strong health response and economic recovery plan means Queensland is good to go and open for business. #qldjobs,promise,
1317322509910372352,.@AustraliaZoo was one of thousands of Queensland businesses affected by COVID-19. Queensland’s strong health response to the pandemic has meant places such as Australia Zoo could open their doors sooner and get on the road to recovery #qldjobs #qldvotes @terriirwin @robertirwin https://t.co/PxhURDhmZf,promise,
1317373268379095040,"The Sunshine Coast’s @AustraliaZoo was the perfect place to announce our $74 million package for Queensland’s tourism industry.

@terriirwin @robertirwin #qldjobs https://t.co/0WRoXK4xKK",promise,
1317373375732350976,"A re-elected Palaszczuk Government will deliver the Rebuilding Tourism Plan to ensure one of our most important industries is supported during one of the toughest economic times we’ve lived through.

Tourism is an essential part of Queensland’s economic recovery plan.

#qldjobs",promise,
1317389891647336449,Spent some time @AustraliaZoo  with my family today and about the only animal missing was a unicorn! Our $74 million Rebuilding Tourism Plan will help Queensland tourism businesses get back on their feet and be more resilient as they recover from the COVID19 pandemic #qldjobs https://t.co/Da1bzANJqG,promise,
1317397188066955264,"Spent some time at Australia Zoo with my family today ❤️️

Our $74 million Rebuilding Tourism Plan will help Queensland tourism get back on its feet and be more resilient as we continue to navigate the effects of the pandemic.

All part of our economic recovery plan. #qldjobs https://t.co/XLEyNpvkWd",promise,
1317612339907063808,"Out again on the beautiful Sunday AM with the Coomera Crew!
#qldpol #auspol #jobsnotcuts https://t.co/AoKhzhp2mM",other,
1317635910419107843,"Giving Queenslanders the skills they need for secure, well paid jobs. #qldjobs https://t.co/MdxzftxzB3",promise,
1318220787715698688,"@lutajobe I'll never understand why people don't think of games as a great form of entertainment. It's fun, social, interactive and (mostly) relaxing",other,
1318342533303291905,"Our #CutsBus has reached Bundaberg today to remind locals of the ruthless job cuts from Deb Frecklington and the LNP. 🚌✂️

Qld can’t risk another round of disastrous LNP cuts at a time when we need to create more jobs.

#dontrisklnpcuts https://t.co/k7KDhJILYz",cuts,
1318357090792996864,"Stopped by QBuild while on the #cutsbus with @DrAnthonyLynham 

The Palaszczuk Labor Govt is committed to rebuilding QBuild - to employ 300 extra tradies including 60 apprentices over the next 3 yrs.

We can’t trust the LNP with jobs.

#qldpol #dontrisklnpcuts https://t.co/1RXClDmMdQ",promise,
1318359294677377025,Great news for Logan today #qldjobs #qldpol https://t.co/AAdvFjAWkb,other,
1318361165416730624,The @LNPQLD will deliver a $50m  marketing tourism blitz to Queensland attracting 2 million more visitors who will spend an additional $1.7 billion in Queensland. It’s all about creating and protecting jobs in the regions and bringing tourists to the sunshine state. #qldpol https://t.co/1C4ccqR6LC,promise,
1318373078896816130,"Only @AnnastaciaMP &amp; @QLDLabor has a strongrecord of M1 upgrades after not one new $ went on M1 when @LNPQLD last in power.

So much work &amp; so many jobs every time I drive past! 💪💪😊👍 https://t.co/xGJLeWxtkL",promise,
1318310960415735809,"The LNP are obsessed with delivering a surplus.

To do so, they would have to sack 30,000 QLDers.

The Palaszczuk Labor Government is focused on creating jobs, while the LNP are promising projects they can’t deliver.

We can’t risk the LNP cutting the jobs of thousands of QLDers. https://t.co/ZKezdSbwfH",cuts,
1318152917413711874,"We’ve found just the spot for a new hospital and health precinct for the northern Gold Coast region in Coomera, and the land is already owned by Queensland Health.

All part of our $160 million investment in new and expanded hospitals on the Gold Coast.

@StevenJMiles #qldjobs https://t.co/sug4I82RHM",promise,
1318280765084520451,"It’s right there in the headline - and it’s in the fine print.

Our plan is all about keeping Queenslanders safe and in jobs.

#qldjobs #qldvotes https://t.co/BQ5khZSF7L",promise,
1318298100558045184,"Building on the Works for Queensland program, we’re announcing our $880 million Keeping Queensland Working program.

As part of our economic recovery plan, this is our commitment to another 17,800 regional jobs and dozens of regional projects.

#qldjobs https://t.co/rwG31YWKtQ",promise,
1318298102839701504,"Our government's Works for Queensland program has created or supported tens of thousands of jobs across every one of the state’s councils since 2016.

It's delivered benefits ranging from upgraded swimming pools, new libraries, skateparks and roads #qldjobs",promise,
1318353086662938624,Our $5 billion Better M1 plan will support thousands of jobs and bust congestion around one of our busiest highways. Our strong actions on the border means major projects such as our M1 upgrades have powered ahead. It’s all part of Queensland’s economic recovery plan. #qldjobs https://t.co/PGeWS47pFb,promise,
1318417834834227200,"It’s 11 days until the election and Queensland has a clear choice to make.

Do we stay with rebuilding – or opt for recklessness?

Stability – or chaos.

Jobs – or cuts.

Queensland's economic recovery plan is real. And it's happening.

We can’t afford to go backwards.

#qldvotes https://t.co/Bz3kruvjA6",promise,
1318698842527649792,"Stop #2 on the #CutsBus is the Rocky QBuild. 

Everyday the Cuts O’Metre just keeps on rising with every announcement Deb Frecklington and the LNP make. ✂️

The LNP stripped 1,654 jobs from QBuild last time they were in power.

#qldpol #dontrisklnpcuts https://t.co/bdQ6lHAJsS",cuts,
1318698845652492289,"We’re committed to employing more people at QBuild like Barry by taking on an extra 300 tradies including 60 apprentices over the next 3 yrs. 🛠🧱

Only the Palaszczuk Gov has plan for Qld, which is all about investing in jobs and skills for now and into the future. 

#qldpol",promise,
1320162302428016640,Water infrastructure is vital which is why we’ll work with experts to fix Paradise Dam and I can also announce an @LNPQLD government will build Cooranga and Barlil Weirs creating 5000 new jobs and unlocking this region’s huge potential. #qldpol https://t.co/0YSZKxtsEW,promise,
1320168045793345537,Top job Qlder @boss_glen: started  🏇🏽 in Gympie; wins @CoxPlate @TheValley on Sir Dragonet; part owned by Qlders Noel ‘Irish’ &amp; Maria Greenhalgh. How good does Verry Elleegant’s form look for #MelbourneCup? Beat 2019 🏴󠁧󠁢󠁥󠁮󠁧󠁿 Derby winner. @LNPQLD is Qld racing’s WFA champion #qldpol https://t.co/GVcORHhaq1,other,
1318689563187892224,"A re-elected Palaszczuk Labor Government will build an inland highway from Charters Towers to Mungindi!

Only the Palaszczuk Labor Government has a plan for economic recovery. ✅📈 #qldvotes #qldjobs https://t.co/WP9zDNymiW",promise,
1318685403730247680,"BREAKING: If re-elected, we have a vision to build an inland highway from Charters Towers to Mungindi. #qldvotes #qldjobs https://t.co/a3RrMA9QJD",promise,
1320116911934353408,Queensland election: why the resources council's jobs figures don't pass 'the laugh test' https://t.co/nJg8iUf64e,other,
1318690205793071104,"@KanteBeStopped7 @KanteBeStopped7, Queensland's economic recovery plan has been released for months now. It's a comprehensive strategy to help business and industry bounce back from the pandemic and will create 55,000 local jobs. https://t.co/wQ6EmwX0a8",promise,
1318691116170973186,"@jumphs70 @jumphs70, we've been clear on how our commitments will be paid for: revenue and borrowings. The Treasurer will detail our costings before the election.

We're still waiting on the LNP to tell Queenslanders what jobs and services will be cut to pay for their unfunded promises.",cuts,
1320114593117528064,"Time to buckle up as we head down the road to economic recovery.

We can’t risk a detour with Deb’s reckless race to a surplus and the LNP’s slashing of 30,000 jobs. https://t.co/SeTyoqL87i",cuts,
1320142338392387584,Great to see ⁦@TheQCU⁩ out at the Townsville markets this morning supporting Queensland workers. #qldvotes #qldjobs https://t.co/voLWppqaL7,other,
1320159240221200384,".⁦@ScottStewartMP⁩’s dedicated volunteers door-knocking on a steamy Townsville morning, delivering the key message of #jobsnotcuts. #qldjobs #qldvotes https://t.co/JhGp7tW9BV",cuts,
1320195156151156736,"Our veterans have given their best for Australia and they deserve our best support.

That's why we’ll provide more support to our veterans with $10 million for employment assistance, infrastructure funding, legal help, homelessness support and other services. #qldjobs #veterans https://t.co/ekFfBhpq8E",promise,
1318418282437750785,And the #cutsbus hits Gladstone! Deb Frecklington wants to rush to a surplus that will mean cutting 30000 jobs across Qld - that’s 1300 jobs lost in Central Qld! Now is not the time to risk Deb Frecklington and the LNP ✂️🚌 #dontrisklnpcuts #qldvotes https://t.co/dtyRIcz1uZ,cuts,
1318652380993368064,"BREAKING: If re-elected, we have a vision to build an inland freight highway from Charters Towers to NSW border

A 2nd Bruce Hway would take trucks off current Bruce making it safer

It’ll slash travel times, create jobs &amp; boost our economy

Tune in later this morn for more info https://t.co/Z1X1LUW4VN",promise,
1318670382728060929,"Wrong again @TimMander. Last month Queensland created 1,000 jobs a month, the largest rise in full time jobs and the largest rise in people re-entering the labour force to look for jobs - because our economy is recovering under our Economic Recovery Plan.

@NewsTalk4BC @breenie9",promise,
1318675412319285248,"Sorry world, we were created 1000 jobs A DAY last month - 32,000 in total - while the rest of Australia shed 23,000 jobs

@NewsTalk4BC @breenie9 @TimManderMP",promise,
1318499702367752192,"Our Premier has done an incredible job guiding us through COVID-19.

When the LNP &amp; One Nation called for open borders prior to Victoria's outbreak, @AnnastaciaMP stood strong and put QLD first.

We can’t trust the LNP or One Nation with our health response or economic recovery. https://t.co/IfL4Iooobq",other,
1318673352438022146,"We have a clear choice this election.

You can vote for jobs, stability, and strong leadership.

Or you can vote for cuts, chaos and reckless behaviour.

The choice is yours. https://t.co/M0eiFB22hB",promise,
1318664956380786688,"BREAKING: If re-elected, we have a vision to build an inland highway from Charters Towers to Mungindi.
A 2nd Bruce Highway would take trucks off the existing Bruce, making it safer for communities from Gympie to Townsville.
Activating an inland freight route
#qldjobs #qldtraffic https://t.co/pIkwtUPfgf",promise,
1318437935209877504,"I’m seeking your support at this election because I want the best for Queensland’s future.

It’s a choice between our economic recovery plan for jobs – or the LNP’s plan for cuts.

That’s what’s at stake in this election.

That’s what’s on the line for Queensland.

#qldvotes https://t.co/rqTAUulDi2",promise,
1318447105967611904,"It’s there in black and white 👇👇

This election will come down to the wire.

If you want to stay on the road to economic recovery, vote 1 for Labor in your electorate.

We can’t risk the LNP cutting 30,000 jobs.

#qldvotes https://t.co/Cg2FWpkSti",cuts,
1318483847718293505,"Mitch Marsden is the business manager with Lantrak, an earthmoving company that has kept working throughout COVID thanks to our M1 upgrades.

Construction works on massive projects such as the M1 are directly and indirectly creating thousands of jobs.

#qldjobs https://t.co/gHFnLAlkRD",promise,
1318642644319375360,"BREAKING: If re-elected, we have a vision to build an inland highway from Charters Towers to Mungindi. #qldvotes #qldjobs https://t.co/oZXzzvWgDR",promise,
1318642822552055809,"A second Bruce Highway would take trucks off the existing Bruce, making it safer for communities from Gympie to Townsville.

Activating an inland freight route will also reduce travel times, support jobs and increase economic activity.",promise,
1318439315433836544,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/iEmlyd4p7R",other,
1318108765510463488,@lutajobe That's wonderful! Gaming is such a good way to relax. As long as you weren't playing Farming Simulator 😂,other,
1319859278308503552,"Fourth stop and it’s in Noosa with our plans to create jobs and invest $10 million to duplicate a key stretch of Beckmans Road. Only the @LNPQLD has a plan to bust congestion, stimulate the economy and drag Queensland out of recession. #qldpol https://t.co/P5GRDInSwm",promise,
1318075931596967937,"Can you imagine the mad economic decisions @DebFrecklington would have to make if her @LNPQLD was beholden to @PaulineHansonOz &amp; @OneNationAus in a minority government??

Jobs would be cut down like nine pins... https://t.co/h68za9tk1u https://t.co/J080WYVGPa",cuts,
1318137314476912640,"Job creation is at the core of our economic recovery plan for Queensland.

In September, Queensland created 10 times as many jobs as NSW.

We can’t risk the LNP or One Nation with our economic recovery. https://t.co/H787iWq7mM",promise,
1318104120922796033,"Climate scientists and Greens MPs aren't arguing that we have to shut down every single coal mine and power plant overnight. We just want a plan for when they do shut down.

Because coal jobs are short-term and quickly disappearing.",cuts,
1318104123523231744,"Coal workers deserve a realistic plan to transition away from fossil fuels. Jobs, training, free public services like transport and childcare. 

Frankly, mining corporations don't give a shit about them - they just want to wring as much profit as possible from a dying industry.",promise,
1318043209004503040,As the engine room of our economy small business is vital to Queensland’s economic recovery. That’s why a re-elected Palaszczuk Labor Government will back Queensland small businesses with a $140 million package to support growth and jobs. https://t.co/wlxWQVcEmn,promise,
1318049090043695106,"Great to join @JGilbertMP, Shane Hamilton &amp; @AnthonyChisholm to announce a re-elected Palaszczuk Labor Government will establish a #manufacturing hub in Mackay to help the economy recover from COVID and create vital jobs in the region. #qldjobs #QLDvotes https://t.co/DA3KAxIdrp",promise,
1318067916760215552,"We’re investing another $140 million into our Small Business Strategy, and helping our exporters grow their business because exports mean jobs for Queenslanders.

Queensland’s economic recovery plan is on track to continue to support jobs, jobs and more jobs.

#qldjobs #smallbiz https://t.co/HdXUcbRpmp",promise,
1318097552466608129,"Shannon and Grahams Natural Alternatives had to have a rethink about how the company did business during the pandemic.

Their Small Business COVID Adaptation Grant of $6,500 was a big help.

Queensland’s economic recovery plan is helping small businesses grow and create jobs. https://t.co/wiB0k7naf4",promise,
1319855086286344192,"Creating &amp; Protecting Jobs. It's what 𝗟𝗔𝗕𝗢𝗥 does.
To keep Cairns working
𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Education
👉 For Health
👉 For the Hospital
👉 For the Arts
👉 For the Environment
👉 For the Reef
👉 For Small Business
👉 For Jobs
👉 For All Of Us https://t.co/nsmGYHfSsy",promise,
1318055899785646081,"VOTE 1️⃣ HEALY FOR CAIRNS

👉 For #Cairns
👉 For #Education
👉 For #Health
👉 For the #Hospital
👉 For the #Arts
👉 For the #Environment
👉 For #SmallBusiness
👉 For #Jobs
👉 For the #Community
👉 For All Of Us

#HealyForCairns https://t.co/3ZgFy1fYlX",other,
1318107121909628929,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/L6Ex7KiaXR",other,
1320847679467986946,"Since 2015, the Palaszczuk Labor Government has protected QLD’s National Parks and Great Barrier Reef while supporting jobs for QLDers.

The LNP and One Nation will provide nowhere near this much support for QLD’s unique environment – we can’t risk them. https://t.co/BC24vLlJl0",promise,
1318808228361170944,"It’s a new day for Townsville’s mighty @estates_fc with our promise to invest $400,000 in new changerooms and field lighting for the historic football club.

The road to economic recovery is paved with jobs and that’s what we’re creating for Queensland.

@ScottStewartMP https://t.co/DyJTEEKthq",promise,
1318838937691959296,"We're developing an inland freight route to take pressure off the Bruce Highway as part of our Real Bruce Plan.

This is a significant part of our road to economic recovery.

#qldjobs https://t.co/0Z0hfn2Eq8",promise,
1319074616334168064,"@hobo_ninja84 @hobo_ninja84, Right now we’re delivering massive upgrades on the Bruce around Cairns, Townsville, Mackay, Rockhampton, Gympie and the Sunshine Coast, with 33 projects underway, supporting thousands of regional jobs.",promise,
1319074764430868480,"@hobo_ninja84 If re-elected we’ll keep increasing funding for Bruce Highway upgrades each year to almost $2 billion annually by 2023, supporting 2500 Queensland jobs and delivering safer roads for everyone. We’ll also prioritise $500m in upgrades between Proserpine and Gladstone.",promise,
1320681831176544256,"Sticking to our road to economic recovery is moving us in the right direction.

#qldjobs https://t.co/DmaTN7FxN9",other,
1320756573480730625,"The pandemic is far from over.

Our strong health response has allowed us to open up the economy and focus on creating jobs.

We’re on the right track, but we have to see it through.

I’m asking Queenslanders for a strong majority government to finish the job.

#qldjobs #qldvotes https://t.co/8fUG9tbcJz",promise,
1320869566558261248,"When it comes to tourism in the Whitsundays, the sky’s the limit!

If we’re re-elected, we’ll back a major new land-based attraction: the Whitsunday Skyway.

Key projects like this drive local job creation and regional economic growth as part of Queensland’s plan for recovery. https://t.co/efbr5crF0o",promise,
1320870013713088512,"It’s a $55 million project that includes a cableway, indigenous cultural centre, and a summit café with stunning views of the islands.

We’ll make it possible by providing $1 million in matched funding towards land offsets in Conway National Park.

@WhitsundaysQLD #qldjobs",promise,
1320883775606194176,"A re-elected Palaszczuk Government will invest another $10 million to continue development of Queensland’s job-creating hydrogen industry.

The world is looking to hydrogen to fuel the future and we want them to get it from Queensland so we can create more jobs in our regions. https://t.co/hX3HXP0109",promise,
1320912680329179136,"But first - a jobs selfie! 🤳

Catching up with some of the workers at Mackay’s De Goey Contractors.

This is a regional Queensland company supporting and creating jobs for regional Queenslanders.

@camerondickqld @JGilbertMP #qldjobs https://t.co/DGdQDw3RcL",promise,
1320953012190285824,"Tried an old school brew at @BundabergDrinks, which has been creating jobs for generations and continues to do so. https://t.co/i4xNe3VR5v",promise,
1319058630860296193,"2020 is 𝗡𝗢𝗧 the year to be risking the LNP.
𝗩𝗢𝗧𝗘  𝟭  𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉  For Education
👉  For Health
👉  For the Hospital
👉  For the Arts
👉  For the Environment
👉  For the Reef
👉  For Small Business
👉  For Jobs
👉  For All Of Us
 #HealyForCairns https://t.co/0KkfIqJDiw",other,
1320575580509593600,"A sweet announcement for Queensland fruit and vegetable growers 🥭🍍🍓🍉🍊 

Our commitment to slash irrigation bills by up to 50 per cent if re-elected will help family-owned farms increase productivity and profitability and create more jobs.

#qldjobs https://t.co/RFIcJ5qgFr",promise,
1318711495811686402,"But the Palaszczuk Government has been rebuilding our frontline services, investing over $8.5 million in this critical health facility. 

Only Labor has a plan to protect our health system and safeguard the jobs it delivers. 

@BrittanyLauga @DrAnthonyLynham 

#QLDvotes #qldpol",promise,
1318767581642125312,"Palaszczuk Government takes working with trucking industry seriously Lisa so thanks to @GaryMahon_qta, @qta_trucking &amp; the team for advocating so strongly for this visionary &amp; practical second Bruce project to boost jobs, productivity &amp; road safety! https://t.co/p3CHBmDEgY",promise,
1320574271840681984,"A sweet announcement for Queensland fruit and vegetable growers!

Our commitment to slash irrigation bills by up to 50 per cent if re-elected will help family-owned farms increase productivity and profitability and create more jobs.

#qldjobs https://t.co/tcl8YKMPEy",promise,
1320633764209258497,"If you're fighting second and third waves of COVID-19, it's hard to focus on jobs.

That’s why we put the health of Queenslanders first. 

A safe state means we can get on with our economic recovery 💪

#covid19 https://t.co/PIQrytkSM8",other,
1320656783543660544,"We'll start duplication works on the Cairns Western Arterial Road in 2021, investing $60 million to build four lanes between Redlynch Connector Road and Kamerunga Road.

We’re backing Cairns jobs, with record investment in local roads to help Queensland’s economic recovery. https://t.co/Kp54FXXUhN",promise,
1318718386201714688,"Our Real Bruce Plan will improve safety on Bruce, including building a Second Bruce.

In the past five years, we’ve delivered $3.7 billion in upgrades on the Bruce Highway in partnership with the Federal Government. 

That’s supported thousands of regional jobs.

#qldjobs https://t.co/7zkks4zUhP",promise,
1318727308941799424,"@BRichardson1964 @BRichardson1964 
Our govt has already delivered $500m+ in recovery funding for the tourism industry since the pandemic began.
This builds on our record investment in tourism and jobs, with a snapshot of some of the projects we’ve funded below. https://t.co/INDUJhyOLw",promise,
1318739658168176640,"At least 220 people are working on the Haughton River floodplain upgrade outside Townsville which is integral to our Real Bruce Plan.

Our plan means jobs for generations across the state – vote 1 for Labor to stay on the road to recovery.

#Townsville #qldjobs https://t.co/wtG071Kmei",promise,
1318755411936251904,"We will continue to create jobs in every corner of the state if re-elected. 

Deb Frecklington’s plan is about sacking people.

The choice is clear. Vote 1 for Labor.

#qldjobs #qldvotes https://t.co/I98HQOmktI",promise,
1318741298975772672,"VOTE 1 - HEALY FOR CAIRNS

For Cairns.
For Education.
For Health.
For the Hospital.
For the Arts.
For the Environment.
For the Great Barrier Reef.
For Small Business.
For Jobs.
For the Community.
For All Of Us.

VOTE 1 #HealyForCairns https://t.co/E0Q2ha8Ftd",other,
1318762839453085696,"2020 is 𝙉𝙊𝙏 the year to be risking Newmanesque style ""cost savings"".
𝗩𝗢𝗧𝗘 𝟭 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Education.
👉 For Health.
👉 For the Hospital.
👉 For the Arts.
👉 For the Environment.
👉 For Small Business.
👉 For Jobs.
👉 For All Of Us.

#HealyForCairns https://t.co/om2cCEf3xF",other,
1318765609207947265,"""In everything we do, in every part of Queensland, we will create jobs""
𝗩𝗢𝗧𝗘 1 𝗛𝗘𝗔𝗟𝗬 𝗙𝗢𝗥 𝗖𝗔𝗜𝗥𝗡𝗦
👉 For Jobs.
👉 For Small Business.
👉 For the Community.
👉 For Education.
👉 For Health.
👉 For the Arts.
👉 For the Environment.
👉 For All Of Us.

#HealyForCairns https://t.co/8x8IzCThHk",promise,
